Mass,Bfld,ID
45726855000.0,0.2761667,449910
94349010000.0,0.23430139,449972
57921753000.0,0.14178409,450046
65316078000.0,0.1466751,450126
49622320000.0,0.0824096,450177
63323394000.0,0.13096035,450420
68912550000.0,0.1415484,450493
48238064000.0,0.09141769,450593
65153786000.0,0.14205423,451410
42319204000.0,0.12895429,451503
47470540000.0,0.15759426,451626
74610290000.0,0.11372284,451807
18316962000.0,0.12119132,452045
54885560000.0,0.15833487,452395
48310490000.0,0.14304157,452577
54043865000.0,0.10262313,452651
67145945000.0,0.11609444,452839
62520840000.0,0.10406701,452895
77280310000.0,0.15597248,453081
53218150000.0,0.13269442,453231
62441415000.0,0.20067155,453313
57685310000.0,0.14770596,453393
70754300000.0,0.07665763,453526
52041814000.0,0.28998813,453961
29095342000.0,0.25814867,454015
23253930000.0,0.09918564,454151
67465425000.0,0.15239099,454306
50485326000.0,0.14906384,454376
50051514000.0,0.12565246,454462
56949620000.0,0.14258593,454539
15738787000.0,0.20557916,454796
41329030000.0,0.10333151,454963
32712425000.0,0.40418532,455058
68604154000.0,0.094233304,455258
44724474000.0,0.15289779,455335
46080745000.0,0.15015982,455413
50340123000.0,0.12950009,455857
60894835000.0,0.2104036,455957
52118540000.0,0.11866598,456014
48243765000.0,0.17814238,456168
46709480000.0,0.1649567,456584
68818090000.0,0.090472214,457000
27569811000.0,0.1323129,457086
44537426000.0,0.14182463,457227
35493753000.0,0.081968725,457296
31109014000.0,0.14234486,457697
42277155000.0,0.12664025,457931
34276162000.0,0.21064496,457998
60521628000.0,0.10179195,458028
28693731000.0,0.1736574,458111
43652747000.0,0.09121454,458302
38318363000.0,0.069443084,458509
35302875000.0,0.16119094,458722
36466557000.0,0.13039476,458945
21173797000.0,0.12537934,459084
60702147000.0,0.1682653,459243
44036534000.0,0.100119784,459394
30033190000.0,1.7116078,459518
47166420000.0,0.16800079,459576
23062487000.0,0.13248882,459665
67280940000.0,0.17852116,459850
45776994000.0,0.11290563,460008
35422270000.0,0.056063652,460193
50059907000.0,0.12650982,460526
50166360000.0,0.106451884,461202
51876610000.0,0.1634647,461283
57728844000.0,0.0514172,461364
26627377000.0,0.14065683,461521
50559775000.0,0.1767118,461667
48519344000.0,0.19139579,461864
47229690000.0,0.13285613,462010
46926287000.0,0.14705205,462141
30522010000.0,0.13428567,462323
38526513000.0,0.16014276,462481
48519283000.0,0.18950129,462775
23159593000.0,0.2219921,462832
20013607000.0,0.18409152,462987
29869312000.0,0.15672442,463062
35422114000.0,0.10518336,463139
56683614000.0,0.10296902,463453
